Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
what does the sword card mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the swords mean in tarot,,20,"0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,1.00",,0.00,0.00,,
what does the tarot card ace of cups mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card fool mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card king of cups mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card king of swords mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card knight of cups mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card knight of wands mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card lovers mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card page of pentacles mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card queen of cups mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card queen of pentacles mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card queen of swords mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card queen of wands mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card star mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card sun mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card the chariot mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card three of swords mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card tower mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
what does the tarot card wheel of fortune mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot card world mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot death card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tarot moon card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
what does the temperance card mean in tarot,,20,"0.70,0.00,0.00,0.70,0.00,1.00,0.00,0.00,0.42,0.14,1.00,0.00",,0.00,0.00,,
what does the temperance card mean in tarot cards,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the temperance mean in tarot,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the temperance tarot card mean in love,,20,"1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
what does the temptation tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the temptress tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.00,,
what does the ten of cups mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the ten of cups tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the ten of pentacles mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the ten of pentacles tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the ten of swords mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the ten of swords tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the ten of wands mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the ten of wands tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the the moon tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the three of coins tarot card mean,,20,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the three of cups tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the three of pentacles tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the three of swords mean in tarot cards,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the three of swords tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the three of wands mean in tarot,,20,"0.66,0.66,0.66,0.66,1.00,1.00,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.00,,
what does the three of wands tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the three swords tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tower card in tarot mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
what does the tower card mean in the tarot deck,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.07,,
what does the tower card mean tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tower mean in a tarot card reading,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tower mean in tarot cards,,20,"0.00,1.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.00",,0.00,0.00,,
what does the tower mean tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
what does the tower tarot card mean in love,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tower tarot card mean reversed,,20,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the tower tarot mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the two of cups tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the two of pentacles mean in tarot,,20,"0.40,1.00,0.80,0.40,0.40,0.40,0.40,0.60,0.40,0.40,0.40,0.40",,0.00,0.00,,
what does the two of pentacles tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the two of swords tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
what does the two of wands tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the universe tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the upside down lovers tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the upside down star tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the upside down sun tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the v card mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the v tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the vii tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the wands mean in tarot,,20,"1.00,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67",,0.00,0.01,,
what does the wheel mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the wheel tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the world in tarot mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the world mean tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the world tarot card mean upside down,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the world tarot mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the x tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does three of cups mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does three of pentacles tarot card mean,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.00,,
what does three of wands mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does tower card mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
what does twin flames mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
what does two of cups mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does two of cups tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does two of swords mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does two of wands mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does upright mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does upside down tarot cards mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
what does v mean in tarot cards,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does vi mean in tarot cards,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does yellow mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is reversed meaning in tarot,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the ace of wands tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
what is the death card mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the death tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the hangman mean in tarot cards,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the hierophant mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the justice card mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the justice tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
what is the meaning of death card in tarot,,20,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.00,,
what is the meaning of death tarot card,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the meaning of temperance in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the meaning of the death tarot card,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the meaning of the empress in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the meaning of the fool card in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.10,,
what is the meaning of the fool in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
what is the meaning of the hermit card in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the meaning of the judgement card in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
what is the meaning of the temperance tarot card,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the meaning of the tower card in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.04,,
what is the nine of pentacles mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the queen of swords mean in tarot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the star tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
what is the strength tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
what is the sun tarot card meaning,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what is the temperance tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.01,,
what is the wheel of fortune tarot card mean,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what the chariot tarot card meaning,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what the emperor tarot card meaning,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what the fool tarot card meaning,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what the hermit tarot card meaning,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what the star tarot card meaning,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what's the moon tarot card mean,,20,"1.00,0.00,1.00,1.00,1.00,0.50,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
which tarot card means love,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
a of diamonds tarot meaning,,10,"0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00",,0.00,0.00,,
how to read playing cards as tarot cards meanings,,10,"1.00,0.33,0.33,0.33,0.33,0.33,0.66,0.00,1.00,0.33,0.00,1.00",,0.00,0.00,,
what are the meanings of tarot cards,,10,"0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.00,,
what do all tarot cards mean,,10,"0.00,0.66,0.33,1.00,0.33,0.33,0.00,0.33,0.33,0.00,0.66,0.66",,0.00,0.00,,
what do different tarot cards mean,,10,"0.67,0.33,1.00,0.67,0.00,0.00,0.67,0.33,0.67,0.67,0.00,0.00",,0.00,0.00,,
what do eights mean in tarot,,10,"0.00,0.00,0.00,0.00,0.50,1.00,1.00,0.50,0.50,0.00,0.00,0.50",,0.00,0.00,,
what do reversed cards mean in tarot,,10,"0.66,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00",,0.00,0.00,,
what do reversed tarot cards mean,,10,"1.00,0.47,0.73,0.73,0.47,0.00,0.00,0.20,0.47,0.00,0.00,0.00",,0.00,0.00,,
what do the numbers mean in tarot,,10,"1.00,0.45,0.45,0.00,0.45,1.00,1.00,1.00,0.45,1.00,0.45,0.45",,0.00,0.00,,
what do the pages mean in tarot,,10,"0.44,1.00,0.00,0.44,0.00,0.00,0.44,0.00,1.00,0.44,0.00,0.44",,0.00,0.00,,
what do the suits of tarot cards mean,,10,"0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.00,,
what do the tarot suits mean,,10,"1.00,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00",,0.00,0.00,,
what do upside down tarot cards mean,,10,"0.00,0.40,1.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does 2 of spades mean in tarot,,10,"1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.00,,
what does 4 mean in tarot,,10,"1.00,0.00,0.50,1.00,1.00,0.00,0.00,0.50,0.50,0.00,1.00,1.00",,0.00,0.00,,
what does 4 of spades mean in tarot,,10,"0.00,0.50,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,1.00",,0.00,0.00,,
what does 5 mean in tarot,,10,"1.00,1.00,0.50,0.50,0.00,1.00,0.00,0.50,0.50,0.00,0.00,0.00",,0.00,0.00,,
what does 6 mean in tarot,,10,"1.00,0.00,0.67,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
what does 6 of swords mean in tarot,,10,"0.00,0.40,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,1.00,0.00",,0.00,0.00,,
what does 7 mean in tarot,,10,"0.00,0.67,0.67,0.00,0.00,0.00,1.00,0.67,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does 9 of swords mean in tarot,,10,"0.80,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00",,0.00,0.00,,
what does a reversed card mean in tarot,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does ace of diamonds mean in tarot,,10,"1.00,0.00,1.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does arcana mean in tarot,,10,"0.50,0.50,0.50,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.50",,0.00,0.00,,
what does devil card mean in tarot,,10,"0.00,0.00,0.66,0.00,0.33,1.00,0.00,0.00,0.33,0.66,0.00,0.00",,0.00,0.04,,
what does each tarot card mean in phasmophobia,,10,"0.00,0.00,0.00,1.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does each tarot card mean with pictures,,10,"0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.07,,
what does every tarot card mean,,10,"1.00,0.33,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.67,0.00,0.67",,0.00,0.00,,
what does fortitude mean in tarot cards,,10,"0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.00,,
what does high priestess mean in tarot,,10,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00",,0.00,0.00,,
what does it mean when all tarot cards are reversed,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00",,0.00,0.00,,
what does it mean when tarot cards are upside down,,10,"0.75,1.00,0.50,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00",,0.00,0.00,,
what does jack of hearts mean in tarot,,10,"0.00,0.00,0.50,1.00,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does jack of spades mean in tarot,,10,"0.00,0.00,0.00,1.00,0.50,1.00,0.50,0.00,0.50,0.00,0.00,0.50",,0.00,0.00,,
what does judgement tarot card mean,,10,"0.67,1.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
what does justice tarot card mean,,10,"0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.00",,0.00,0.00,,
what does knight of cups mean in tarot cards,,10,"0.00,0.00,0.00,1.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does major arcana mean in tarot,,10,"0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.50,0.00,0.00,1.00,0.50",,0.00,0.00,,
what does querent mean in tarot,,10,"0.66,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,1.00,0.00,0.66",,0.00,0.00,,
what does reverse mean in tarot,,10,"1.00,0.64,0.64,0.00,0.29,0.00,0.00,0.00,0.00,0.29,0.00,0.00",,0.00,0.00,,
what does six of swords mean in tarot,,10,"1.00,0.00,0.00,0.00,0.47,0.21,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does smashing tarot cards mean persona 4,,10,"1.00,0.00",,0.00,0.00,,
what does strength tarot card mean,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.00,,
what does tarot card reading mean,,10,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
what does temperance tarot card mean,,10,"1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does the 2 of swords mean in tarot cards,,10,"1.00,0.66,0.00,0.00",,0.00,0.00,,
what does the 3 of hearts mean in tarot,,10,"0.29,0.29,0.29,0.65,0.29,0.65,0.00,0.65,0.00,0.00,1.00,0.65",,0.00,0.00,,
what does the 3 of swords mean in tarot,,10,"1.00,0.40,0.40,0.40,0.40,0.00,0.00,0.40,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does the 6 of swords mean in tarot cards,,10,"0.33,0.00,0.33,1.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00",,0.00,0.00,,
what does the 7 of cups mean in tarot,,10,"0.00,0.00,0.00,1.00,0.66,0.00,0.33,0.00,0.00,0.00,0.66,0.66",,0.00,0.00,,
what does the ace of wands mean in tarot,,10,"0.17,1.00,0.17,0.00,0.61,0.17,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does the adjustment tarot card mean,,10,"0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.00,,
what does the advice position mean in tarot,,10,"0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
what does the bottom of the deck mean in tarot,,10,"0.00,0.67,1.00,1.00,0.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does the chariot card mean in tarot,,10,"0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
what does the chariot tarot card mean in love,,10,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
what does the cups mean in tarot,,10,"1.00,1.00,0.50,0.00,0.50,0.50,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.00,,
what does the dragon mean in tarot cards,,10,"1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
what does the emperor card mean in tarot,,10,"1.00,0.29,0.00,0.64,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
what does the force tarot card mean,,10,"0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
